batsmen,bowler,1s,2s,3s,4s,5s,6s,wickets
AD Russell,M Markande,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285
AD Russell,M Ur Rahman,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285
AD Russell,MJ McClenaghan,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
AD Russell,MM Sharma,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
AD Russell,Mohammed Shami,0.18181818181818182,0.09090909090909091,0.0,0.09090909090909091,0.0,0.5454545454545454,0.09090909090909091
AD Russell,Mohammed Siraj,0.18181818181818182,0.09090909090909091,0.0,0.09090909090909091,0.0,0.5454545454545454,0.09090909090909091
AD Russell,R Tewatia,0.25,0.125,0.0,0.125,0.0,0.125,0.125
AD Russell,Rashid Khan,0.25,0.125,0.0,0.125,0.0,0.125,0.125
AD Russell,S Kaul,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285
AD Russell,SN Thakur,0.2727272727272727,0.09090909090909091,0.0,0.09090909090909091,0.0,0.36363636363636365,0.09090909090909091
AD Russell,SR Watson,0.5,0.1,0.0,0.1,0.0,0.1,0.1
AD Russell,Shakib Al Hasan,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285
AD Russell,TA Boult,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
AD Russell,UT Yadav,0.125,0.125,0.0,0.25,0.0,0.125,0.125
AJ Finch,Avesh Khan,0.0,0.0,0.0,0.0,0.0,0.0,1.0
AJ Finch,C de Grandhomme,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
AJ Finch,DL Chahar,0.25,0.0,0.0,0.25,0.0,0.0,0.25
AJ Finch,HH Pandya,0.45454545454545453,0.18181818181818182,0.0,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091
AJ Finch,Imran Tahir,0.5,0.2,0.0,0.1,0.0,0.1,0.1
AJ Finch,J Searles,0.2857142857142857,0.2857142857142857,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285
AJ Finch,JJ Bumrah,0.25,0.25,0.0,0.125,0.0,0.125,0.125
AJ Finch,KH Pandya,0.5,0.08333333333333333,0.0,0.16666666666666666,0.0,0.08333333333333333,0.08333333333333333
AJ Finch,Kuldeep Yadav,0.36363636363636365,0.09090909090909091,0.0,0.18181818181818182,0.0,0.18181818181818182,0.09090909090909091
AJ Finch,L Ngidi,0.14285714285714285,0.14285714285714285,0.0,0.2857142857142857,0.0,0.2857142857142857,0.14285714285714285
AJ Finch,M Ali,0.14285714285714285,0.14285714285714285,0.0,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285
AJ Finch,M Markande,0.5,0.08333333333333333,0.0,0.16666666666666666,0.0,0.08333333333333333,0.08333333333333333
AJ Finch,MJ McClenaghan,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285
AJ Finch,Mohammed Siraj,0.2222222222222222,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111
AJ Finch,PP Chawla,0.4166666666666667,0.08333333333333333,0.0,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333
AJ Finch,Rashid Khan,0.2222222222222222,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111
AJ Finch,S Kaul,0.3,0.1,0.0,0.1,0.0,0.1,0.1
AJ Finch,SP Narine,0.42857142857142855,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285
AJ Finch,Shakib Al Hasan,0.2,0.2,0.0,0.2,0.0,0.2,0.2
AJ Finch,TA Boult,0.2,0.2,0.0,0.2,0.0,0.2,0.2
AJ Finch,UT Yadav,0.2,0.2,0.0,0.2,0.0,0.2,0.2
AJ Finch,YS Chahal,0.4,0.1,0.0,0.1,0.0,0.1,0.1
AJ Tye,AD Russell,1.0,0.0,0.0,0.0,0.0,0.0,0.0
AJ Tye,CR Woakes,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
AJ Tye,DJ Bravo,0.25,0.25,0.0,0.0,0.0,0.0,0.25
AJ Tye,DT Christian,0.2,0.2,0.0,0.2,0.0,0.0,0.2
AJ Tye,J Searles,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
AJ Tye,JD Unadkat,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
AJ Tye,L Ngidi,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
AJ Tye,L Plunkett,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
AJ Tye,P Krishna,0.25,0.125,0.0,0.125,0.0,0.125,0.125
AJ Tye,SP Narine,0.25,0.125,0.0,0.125,0.0,0.125,0.125
AJ Tye,Sandeep Sharma,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
AJ Tye,TA Boult,0.25,0.125,0.0,0.125,0.0,0.125,0.125
AJ Tye,UT Yadav,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111
AJ Tye,Washington Sundar,0.2,0.1,0.1,0.1,0.0,0.1,0.1
AM Rahane,AD Russell,0.21428571428571427,0.35714285714285715,0.0,0.0,0.0,0.07142857142857142,0.0
AM Rahane,AJ Tye,0.1111111111111111,0.5555555555555556,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111
AM Rahane,AR Patel,0.2727272727272727,0.45454545454545453,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091
AM Rahane,AS Rajpoot,0.1111111111111111,0.5555555555555556,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111
AM Rahane,B Kumar,0.2222222222222222,0.5555555555555556,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111
AM Rahane,B Stanlake,0.1111111111111111,0.5555555555555556,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111
AM Rahane,Basil Thampi,0.1111111111111111,0.5555555555555556,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111
AM Rahane,C de Grandhomme,0.38461538461538464,0.38461538461538464,0.0,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693
AM Rahane,CH Morris,0.2727272727272727,0.45454545454545453,0.0,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091
AM Rahane,CR Woakes,0.21428571428571427,0.35714285714285715,0.0,0.14285714285714285,0.0,0.07142857142857142,0.07142857142857142
AM Rahane,DL Chahar,0.36363636363636365,0.09090909090909091,0.0,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091
AM Rahane,HH Pandya,0.42857142857142855,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285
AM Rahane,J Searles,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
AM Rahane,JJ Bumrah,0.4,0.1,0.0,0.1,0.0,0.1,0.1
AM Rahane,KH Pandya,0.631578947368421,0.05263157894736842,0.0,0.05263157894736842,0.0,0.05263157894736842,0.05263157894736842
AM Rahane,Kuldeep Yadav,0.35294117647058826,0.058823529411764705,0.0,0.058823529411764705,0.0,0.058823529411764705,0.11764705882352941
AM Rahane,M Ali,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.0,0.08333333333333333,0.16666666666666666
AM Rahane,M Markande,0.21428571428571427,0.07142857142857142,0.0,0.07142857142857142,0.0,0.07142857142857142,0.14285714285714285
AM Rahane,M Ur Rahman,0.21428571428571427,0.07142857142857142,0.0,0.07142857142857142,0.0,0.07142857142857142,0.14285714285714285
AM Rahane,MJ McClenaghan,0.3157894736842105,0.05263157894736842,0.0,0.10526315789473684,0.0,0.05263157894736842,0.05263157894736842
AM Rahane,MM Sharma,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
AM Rahane,MP Stoinis,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
AM Rahane,Mohammed Shami,0.23076923076923078,0.07692307692307693,0.0,0.23076923076923078,0.0,0.07692307692307693,0.07692307692307693
AM Rahane,Mohammed Siraj,0.3333333333333333,0.06666666666666667,0.0,0.2,0.0,0.06666666666666667,0.06666666666666667
AM Rahane,Mustafizur Rahman,0.14285714285714285,0.14285714285714285,0.0,0.42857142857142855,0.0,0.14285714285714285,0.14285714285714285
AM Rahane,N Rana,0.14285714285714285,0.14285714285714285,0.0,0.42857142857142855,0.0,0.14285714285714285,0.14285714285714285
AM Rahane,P Krishna,0.2727272727272727,0.09090909090909091,0.0,0.2727272727272727,0.0,0.09090909090909091,0.09090909090909091
AM Rahane,PP Chawla,0.5882352941176471,0.058823529411764705,0.0,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705
AM Rahane,R Tewatia,0.5,0.1,0.0,0.1,0.0,0.1,0.1
AM Rahane,RA Jadeja,0.5,0.1,0.0,0.1,0.0,0.1,0.1
AM Rahane,Rashid Khan,0.6428571428571429,0.07142857142857142,0.0,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142
AM Rahane,S Kaul,0.5625,0.125,0.0,0.0625,0.0,0.0625,0.0625
AM Rahane,S Mavi,0.125,0.25,0.0,0.125,0.0,0.125,0.125
AM Rahane,S Nadeem,0.45454545454545453,0.18181818181818182,0.0,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091
AM Rahane,SN Thakur,0.25,0.25,0.0,0.125,0.0,0.125,0.125
AM Rahane,SP Narine,0.23529411764705882,0.11764705882352941,0.0,0.35294117647058826,0.0,0.058823529411764705,0.058823529411764705
AM Rahane,Sandeep Sharma,0.2727272727272727,0.09090909090909091,0.0,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091
AM Rahane,Shakib Al Hasan,0.5,0.05555555555555555,0.0,0.16666666666666666,0.0,0.05555555555555555,0.05555555555555555
AM Rahane,TA Boult,0.5,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555
AM Rahane,TG Southee,0.5,0.1,0.1,0.1,0.0,0.1,0.1
AM Rahane,UT Yadav,0.3,0.05,0.05,0.25,0.0,0.05,0.05
AM Rahane,Washington Sundar,0.375,0.125,0.125,0.125,0.0,0.125,0.125
AM Rahane,YK Pathan,0.5,0.1,0.1,0.1,0.0,0.1,0.1
AM Rahane,YS Chahal,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111
AR Patel,Anureet Singh,0.5,0.25,0.0,0.25,0.0,0.0,0.25
AR Patel,BCJ Cutting,0.4,0.2,0.0,0.2,0.0,0.0,0.2
AR Patel,C de Grandhomme,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666
AR Patel,DJ Bravo,0.42857142857142855,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285
AR Patel,J Searles,0.4,0.2,0.0,0.2,0.0,0.0,0.2
AR Patel,JD Unadkat,0.4,0.2,0.0,0.2,0.0,0.0,0.2
AR Patel,JJ Bumrah,0.5,0.125,0.0,0.125,0.0,0.0,0.125
AR Patel,K Gowtham,0.5,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666
AR Patel,K Khejroliya,0.25,0.25,0.0,0.25,0.0,0.0,0.25
AR Patel,KH Pandya,0.4,0.2,0.0,0.2,0.0,0.0,0.2
AR Patel,Kuldeep Yadav,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
AR Patel,M Ali,0.5,0.125,0.0,0.125,0.0,0.125,0.125
AR Patel,M Markande,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
AR Patel,MJ McClenaghan,0.5,0.125,0.0,0.125,0.0,0.125,0.125
AR Patel,Mohammed Siraj,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
AR Patel,RA Jadeja,0.42857142857142855,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285
AR Patel,SN Thakur,0.42857142857142855,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285
AR Patel,SP Narine,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
AR Patel,UT Yadav,0.2,0.2,0.0,0.2,0.0,0.2,0.2
AR Patel,Washington Sundar,0.2,0.2,0.0,0.2,0.0,0.2,0.2
AR Patel,YS Chahal,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
AS Rajpoot,Basil Thampi,0.0,0.0,0.0,0.0,0.0,0.0,1.0
AS Rajpoot,DJ Bravo,0.5,0.0,0.0,0.0,0.0,0.0,0.5
AS Rajpoot,Mohammed Siraj,0.2,0.0,0.0,0.0,0.0,0.0,0.2
AS Rajpoot,Rashid Khan,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
AS Rajpoot,S Kaul,0.6,0.0,0.0,0.2,0.0,0.0,0.2
AS Rajpoot,SN Thakur,0.25,0.0,0.0,0.25,0.0,0.0,0.25
AS Yadav,AD Russell,0.3333333333333333,0.0,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111
AS Yadav,AJ Tye,0.2857142857142857,0.0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285
AS Yadav,AR Patel,0.2857142857142857,0.0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285
AS Yadav,AS Rajpoot,0.13043478260869565,0.0,0.0,0.21739130434782608,0.0,0.21739130434782608,0.043478260869565216
AS Yadav,B Stanlake,0.125,0.0,0.0,0.125,0.0,0.625,0.125
AS Yadav,BA Stokes,0.21428571428571427,0.21428571428571427,0.0,0.07142857142857142,0.0,0.35714285714285715,0.07142857142857142
AS Yadav,Basil Thampi,0.09090909090909091,0.2727272727272727,0.0,0.09090909090909091,0.0,0.45454545454545453,0.09090909090909091
AS Yadav,DJ Bravo,0.07692307692307693,0.23076923076923078,0.0,0.23076923076923078,0.0,0.38461538461538464,0.07692307692307693
AS Yadav,DL Chahar,0.125,0.041666666666666664,0.0,0.16666666666666666,0.0,0.20833333333333334,0.041666666666666664
AS Yadav,DS Kulkarni,0.4782608695652174,0.043478260869565216,0.0,0.13043478260869565,0.0,0.08695652173913043,0.043478260869565216
AS Yadav,GJ Maxwell,0.36363636363636365,0.09090909090909091,0.0,0.2727272727272727,0.0,0.18181818181818182,0.09090909090909091
AS Yadav,Harbhajan Singh,0.4375,0.125,0.0,0.125,0.0,0.125,0.0625
AS Yadav,Imran Tahir,0.18181818181818182,0.18181818181818182,0.0,0.18181818181818182,0.0,0.18181818181818182,0.09090909090909091
AS Yadav,J Archer,0.23076923076923078,0.07692307692307693,0.0,0.07692307692307693,0.0,0.15384615384615385,0.07692307692307693
AS Yadav,JD Unadkat,0.2857142857142857,0.07142857142857142,0.0,0.21428571428571427,0.0,0.14285714285714285,0.07142857142857142
AS Yadav,K Gowtham,0.3,0.05,0.0,0.2,0.0,0.1,0.05
AS Yadav,Kuldeep Yadav,0.25,0.16666666666666666,0.0,0.16666666666666666,0.0,0.08333333333333333,0.08333333333333333
AS Yadav,M Ur Rahman,0.14285714285714285,0.2857142857142857,0.0,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285
AS Yadav,M Wood,0.14285714285714285,0.2857142857142857,0.0,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285
AS Yadav,MG Johnson,0.2727272727272727,0.18181818181818182,0.0,0.18181818181818182,0.0,0.09090909090909091,0.09090909090909091
AS Yadav,MM Sharma,0.25,0.25,0.0,0.25,0.0,0.125,0.125
AS Yadav,MP Stoinis,0.09090909090909091,0.18181818181818182,0.0,0.18181818181818182,0.0,0.09090909090909091,0.09090909090909091
AS Yadav,Mohammad Nabi,0.2,0.06666666666666667,0.0,0.26666666666666666,0.0,0.06666666666666667,0.06666666666666667
AS Yadav,Mohammed Shami,0.3,0.1,0.0,0.2,0.0,0.1,0.1
AS Yadav,N Rana,0.2222222222222222,0.1111111111111111,0.0,0.2222222222222222,0.0,0.1111111111111111,0.1111111111111111
AS Yadav,P Krishna,0.3125,0.0625,0.0,0.0625,0.0,0.0625,0.0625
AS Yadav,PP Chawla,0.4166666666666667,0.08333333333333333,0.0,0.25,0.0,0.08333333333333333,0.08333333333333333
AS Yadav,R Ashwin,0.5,0.0625,0.0,0.1875,0.0,0.0625,0.0625
AS Yadav,R Tewatia,0.4,0.1,0.0,0.3,0.0,0.1,0.1
AS Yadav,RA Jadeja,0.14285714285714285,0.14285714285714285,0.0,0.42857142857142855,0.0,0.14285714285714285,0.14285714285714285
AS Yadav,Rashid Khan,0.3125,0.0625,0.0,0.1875,0.0,0.0625,0.0625
AS Yadav,S Gopal,0.5454545454545454,0.09090909090909091,0.0,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091
AS Yadav,S Kaul,0.4166666666666667,0.08333333333333333,0.0,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333
AS Yadav,S Lamichhane,0.5555555555555556,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111
